Cuenta;Categoría;Descripción;Asignado;Modificado;Codificado;Monto certificado;Comprometido;Devengado;Pagado;Saldo por comprometer;Saldo por devengar;Saldo por pagar;Porcentaje de ejecución
 730204 1700 001;Bienes Y Servicios Para Inversion;Edicion Impresion Reproduccion Publicaciones Suscripciones Fotocopiado Traduccion Empastado Enmarcacion Serigrafia Fotografia Carnetizacion Filmacion e Imagenes Satelitales;600;0;600;0;0;0;0;600;600;0;0
 730204 1701 001;Bienes Y Servicios Para Inversion;Edicion Impresion Reproduccion Publicaciones Suscripciones Fotocopiado Traduccion Empastado Enmarcacion Serigrafia Fotografia Carnetizacion Filmacion e Imagenes Satelitales;30000;0;30000;0;0;0;0;30000;30000;0;0
 730207 1700 001;Bienes Y Servicios Para Inversion;Difusion Informacion y Publicidad;8271;0;8271;0;0;0;0;8271;8271;0;0
 730207 1701 001;Bienes Y Servicios Para Inversion;Difusion Informacion y Publicidad;800;0;800;0;0;0;0;800;800;0;0
 730224 1701 001;Bienes Y Servicios Para Inversion;Servicio de Implementacion de Bancos de Informacion;10000;0;10000;0;0;0;0;10000;10000;0;0
 730301 1700 001;Bienes Y Servicios Para Inversion;Pasajes al Interior;2222;0;2222;0;0;0;0;2222;2222;0;0
 730301 1701 001;Bienes Y Servicios Para Inversion;Pasajes al Interior;10500;0;10500;1000;0;0;0;10500;10500;0;0
 730302 1701 001;Bienes Y Servicios Para Inversion;Pasajes al Exterior;188000;0;188000;1200;0;0;0;188000;188000;0;0
 730303 1700 001;Bienes Y Servicios Para Inversion;Viaticos y Subsistencias en el Interior;6061;0;6061;0;0;0;0;6061;6061;0;0
 730303 1701 001;Bienes Y Servicios Para Inversion;Viaticos y Subsistencias en el Interior;35000;0;35000;600;0;0;0;35000;35000;0;0
 730303 1701 202;Bienes Y Servicios Para Inversion;Viaticos y Subsistencias en el Interior;26000;0;26000;5000;0;0;0;26000;26000;0;0
 730304 1701 001;Bienes Y Servicios Para Inversion;Viaticos y Subsistencias en el Exterior;80000;0;80000;3000;0;0;0;80000;80000;0;0
 730402 1701 001;Bienes Y Servicios Para Inversion;Edificios Locales Residencias y Cableado Estructurado (Mantenimiento Reparaciones e Instalacion);0;5160.5;5160.5;5160.5;0;0;0;5160.5;5160.5;0;0
 730402 1701 202;Bienes Y Servicios Para Inversion;Edificios Locales Residencias y Cableado Estructurado (Mantenimiento Reparaciones e Instalacion);10000;0;10000;0;0;0;0;10000;10000;0;0
 730405 1701 202;Bienes Y Servicios Para Inversion;Vehiculos (Servicio de Mantenimiento y Reparacion);10000;0;10000;0;0;0;0;10000;10000;0;0
 730601 1700 001;Bienes Y Servicios Para Inversion;Consultoria Asesoria e Investigacion Especializada;5550;0;5550;0;0;0;0;5550;5550;0;0
 730601 1701 001;Bienes Y Servicios Para Inversion;Consultoria Asesoria e Investigacion Especializada;278680;-0.11;278679.89;0;0;0;0;278679.89;278679.89;0;0
 730606 1700 001;Bienes Y Servicios Para Inversion;Honorarios por Contratos Civiles de Servicios;15658;0;15658;0;0;0;0;15658;15658;0;0
 730606 1701 001;Bienes Y Servicios Para Inversion;Honorarios por Contratos Civiles de Servicios;319520;0;319520;48788;41149;26529;25543;278371;292991;986;8.3
 730606 1701 202;Bienes Y Servicios Para Inversion;Honorarios por Contratos Civiles de Servicios;480;0;480;0;0;0;0;480;480;0;0
 730607 1701 001;Bienes Y Servicios Para Inversion;Servicios Tecnicos Especializados;480;0;480;0;0;0;0;480;480;0;0
 730609 1701 001;Bienes Y Servicios Para Inversion;Investigaciones Profesionales y Analisis de Laboratorio;67442;-0.33;67441.67;0;0;0;0;67441.67;67441.67;0;0
 730612 1701 001;Bienes Y Servicios Para Inversion;Capacitacion a Servidores Publicos;35000;0;35000;0;0;0;0;35000;35000;0;0
 730701 1701 001;Bienes Y Servicios Para Inversion;Desarrollo Actualizacion Asistencia Tecnica y Soporte de Sistemas Informaticos;8107;0;8107;3026.94;0;0;0;8107;8107;0;0
 730702 1701 001;Bienes Y Servicios Para Inversion;Arrendamiento y Licencias de Uso de Paquetes Informaticos;2937;0.06;2937.06;0;0;0;0;2937.06;2937.06;0;0
 730805 1701 001;Bienes Y Servicios Para Inversion;Materiales de Aseo;761;0.1;761.1;0;0;0;0;761.1;761.1;0;0
 730807 1701 202;Bienes Y Servicios Para Inversion;Materiales de Impresion Fotografia Reproduccion y Publicaciones;12000;0;12000;0;0;0;0;12000;12000;0;0
 730811 1701 202;Bienes Y Servicios Para Inversion;Insumos Materiales y Suministros para Construccion Electricidad Plomeria Carpinteria Senalizacion Vial Navegacion Contra Incendios y Placas;3853;0;3853;0;0;0;0;3853;3853;0;0
 730813 1701 001;Bienes Y Servicios Para Inversion;Repuestos y Accesorios;33273;-0.14;33272.86;0;0;0;0;33272.86;33272.86;0;0
 730813 1701 202;Bienes Y Servicios Para Inversion;Repuestos y Accesorios;40000;0;40000;0;0;0;0;40000;40000;0;0
 730819 1700 001;Bienes Y Servicios Para Inversion;Accesorios e Insumos Quimicos y Organicos;647;0;647;0;0;0;0;647;647;0;0
 730819 1701 001;Bienes Y Servicios Para Inversion;Accesorios e Insumos Quimicos y Organicos;75559;-0.36;75558.64;2912;5417.09;5417.09;0;70141.55;70141.55;5417.09;7.17
 730829 1700 001;Bienes Y Servicios Para Inversion;Insumos Materiales Suministros y Bienes para Investigacion;4180;0;4180;0;0;0;0;4180;4180;0;0
 730829 1701 001;Bienes Y Servicios Para Inversion;Insumos Materiales Suministros y Bienes para Investigacion;100609;0.56;100609.56;0;1048.84;1048.84;0;99560.72;99560.72;1048.84;1.04
 730829 1701 202;Bienes Y Servicios Para Inversion;Insumos Materiales Suministros y Bienes para Investigacion;48617;0.41;48617.41;0;0;0;0;48617.41;48617.41;0;0
 731404 1701 001;Bienes Y Servicios Para Inversion;Maquinarias y Equipos;36870;-0.28;36869.72;0;0;0;0;36869.72;36869.72;0;0
 731406 1701 001;Bienes Y Servicios Para Inversion;Herramientas y Equipos Menores;2744;0.45;2744.45;0;0;0;0;2744.45;2744.45;0;0
 731407 1701 001;Bienes Y Servicios Para Inversion;Equipos Sistemas y Paquetes Informaticos;248;0.1;248.1;0;0;0;0;248.1;248.1;0;0
 731409 1701 202;Bienes Y Servicios Para Inversion;Libros y Colecciones;926;-0.15;925.85;0;0;0;0;925.85;925.85;0;0
 750501 1701 001;Obras Publicas;Obras de Infraestructura;2248742;-5160.57;2243581.43;1745821.22;0;0;0;2243581.43;2243581.43;0;0
 770201 1701 202;Otros Egresos De Inversion;Seguros;95742;0;95742;0;0;0;0;95742;95742;0;0
 840103 1701 003;Egresos De Capital;Mobiliarios;2000;11550;13550;0;0;0;0;13550;13550;0;0
 840104 1700 001;Egresos De Capital;Maquinarias y Equipos;36311;0;36311;0;0;0;0;36311;36311;0;0
 840104 1701 001;Egresos De Capital;Maquinarias y Equipos;722251;33389.93;755640.93;241645.46;0;0;0;755640.93;755640.93;0;0
 840104 1701 002;Egresos De Capital;Maquinarias y Equipos;259868;5990;265858;0;0;0;0;265858;265858;0;0
 840104 1701 003;Egresos De Capital;Maquinarias y Equipos;337296;118004.05;455300.05;0;0;0;0;455300.05;455300.05;0;0
 840104 1701 202;Egresos De Capital;Maquinarias y Equipos;28000;0;28000;0;0;0;0;28000;28000;0;0
 840105 1701 002;Egresos De Capital;Vehiculos;54774;0;54774;52029.33;0;0;0;54774;54774;0;0
 840105 1701 003;Egresos De Capital;Vehiculos;89970;0;89970;78234.78;0;0;0;89970;89970;0;0
 840106 1701 003;Egresos De Capital;Herramientas;13561;1908.95;15469.95;0;0;0;0;15469.95;15469.95;0;0
 840107 1700 001;Egresos De Capital;Equipos Sistemas y Paquetes Informaticos;18827;0;18827;0;0;0;0;18827;18827;0;0
 840107 1701 001;Egresos De Capital;Equipos Sistemas y Paquetes Informaticos;31135;117636.22;148771.22;20391.71;0;0;0;148771.22;148771.22;0;0
 840107 1701 002;Egresos De Capital;Equipos Sistemas y Paquetes Informaticos;615641;-0.42;615640.58;266372.62;0;0;0;615640.58;615640.58;0;0
 840107 1701 003;Egresos De Capital;Equipos Sistemas y Paquetes Informaticos;316055;33928.2;349983.2;0;0;0;0;349983.2;349983.2;0;0
 840107 1701 202;Egresos De Capital;Equipos Sistemas y Paquetes Informaticos;159295;-0.26;159294.74;8000;0;0;0;159294.74;159294.74;0;0
 840111 1701 002;Egresos De Capital;Partes y Repuestos;0;0.42;0.42;0;0;0;0;0.42;0.42;0;0
 840111 1701 003;Egresos De Capital;Partes y Repuestos;3065;0;3065;0;0;0;0;3065;3065;0;0
 840113 1701 003;Egresos De Capital;Equipos Medicos;0;300;300;0;0;0;0;300;300;0;0
 840115 1701 003;Egresos De Capital;Equipos Odontologicos;2500;0;2500;0;0;0;0;2500;2500;0;0
 990101 1700 001;Otros Pasivos;Obligaciones de Ejercicios Anteriores por Egresos de Personal;170000;0;170000;0;0;0;0;170000;170000;0;0
 990102 1701 002;Otros Pasivos;Obligaciones de Ejercicios Anteriores por Egresos en Servicios;401;0;401;0;0;0;0;401;401;0;0
