Numeracion;Puesto Institucional;Regimen laboral al que pertenece;Numero de partida presupuestaria;Grado jerarquico o escala al que pertenece el puesto;Remuneracin mensual unificada;Remuneracion unificada (anual);Decimo Tercera Remuneracion;Decima Cuarta Remuneracion;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
1140;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO MEDIO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.400,00;16.800,00;1.400,00;482;0;0;1.882,00
1141;ANALISTA DE ASESORIA JURIDICA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
1142;PROFESOR AUXILIAR TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;905,52;10.866,24;905,52;482;0;0;1.387,52
1143;PROFESOR AUXILIAR 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.034,88;12.418,56;1.034,88;482;0;0;1.516,88
1144;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
1145;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;208,03;0;1.251,03
1146;ESPECIALISTA DE PLANIFICACION Y DESARROLLO INSTITUCIONAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;3;1.760,00;21.120,00;1.760,00;482;0;0;2.242,00
1147;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
1148;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
1149;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.330,00;15.960,00;1.330,00;482;0;0;1.812,00
1150;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;96,95;0;1.139,95
1151;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.209,98;14.519,76;1.209,98;482;0;0;1.691,98
1152;ANALISTA ADMINISTRATIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
1153;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
1154;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.005,33;36.063,96;3.005,33;482;0;0;3.487,33
1155;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.156,85;13.882,20;1.156,85;482;0;0;1.638,85
1156;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.851,20;34.214,40;2.851,20;482;0;0;3.333,20
1157;PROFESOR AGREGADO 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.400,00;16.800,00;1.400,00;482;0;0;1.882,00
1158;TECNICO DE INFORMACION BIBLIOTECARIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
1159;ASISTENTE EJECUTIVA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
1160;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.128,82;37.545,84;3.128,82;482;0;0;3.610,82
1161;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.366,43;28.397,16;2.366,43;482;0;0;2.848,43
1162;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1163;ANALISTA DE SOPORTE TECNICO 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
1164;ASISTENTE EJECUTIVA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;6;733;8.796,00;733;482;0;0;1.215,00
1165;ANALISTA DE POSGRADOS Y EDUCACION CONTINUA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
1166;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.330,00;15.960,00;1.330,00;482;0;0;1.812,00
1167;PROFESOR AGREGADO 3 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.496,25;41.955,00;3.496,25;482;0;0;3.978,25
1168;AUXILIAR DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;721,74;8.660,88;721,74;482;0;0;1.203,74
1169;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.255,72;15.068,64;1.255,72;482;0;0;1.737,72
1170;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.128,82;37.545,84;3.128,82;482;0;0;3.610,82
1171;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.005,33;36.063,96;3.005,33;482;0;0;3.487,33
1172;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
1173;PROFESOR AUXILIAR TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.034,88;12.418,56;1.034,88;482;0;0;1.516,88
1174;ANALISTA DE TESORERIA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;165,97;0;1.859,97
1175;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.325,48;15.905,76;1.325,48;482;0;0;1.807,48
1176;TECNICO DE LABORATORIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.121,74;13.460,88;1.121,74;482;0;0;1.603,74
1177;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
1178;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
1179;JEFE DE MECANICA;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;5;826;9.912,00;826;482;51,08;0;1.359,08
1180;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;641,43;7.697,16;641,43;482;0;0;1.123,43
1181;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.319,47;15.833,64;1.319,47;482;0;0;1.801,47
1182;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
1183;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.120,00;13.440,00;1.120,00;482;0;0;1.602,00
1184;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.325,48;15.905,76;1.325,48;482;0;0;1.807,48
1185;BIBLIOTECARIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;2;2.531,22;30.374,64;2.531,22;482;0;0;3.013,22
1186;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
1187;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
1188;ANALISTA DE TALENTO HUMANO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
1189;ESPECIALISTA DE TALENTO HUMANO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;14;1.760,00;21.120,00;1.760,00;482;183,2;0;2.425,20
1190;PROFESOR AGREGADO 3 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.496,25;41.955,00;3.496,25;482;0;0;3.978,25
1191;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;721,74;8.660,88;721,74;482;0;0;1.203,74
1192;TECNICO DE ARCHIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
1193;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
1194;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
1195;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
1196;ANALISTA DE PLANIFICACION Y DESARROLLO INSTITUCIONAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
1197;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO MEDIO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.277,20;15.326,40;1.277,20;482;0;0;1.759,20
1198;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.851,20;34.214,40;2.851,20;482;0;0;3.333,20
1199;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.422,04;17.064,48;1.422,04;482;0;0;1.904,04
1200;JARDINERO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
1201;DIRECTOR FINANCIERO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;3.247,00;38.964,00;3.247,00;482;0;0;3.729,00
1202;ESPECIALISTA DE APLICACIONES Y DESARROLLO DE SERVICIOS;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;14;1.760,00;21.120,00;1.760,00;482;0;0;2.242,00
1203;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.432,00;41.184,00;3.432,00;482;0;0;3.914,00
1204;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.116,19;13.394,28;1.116,19;482;0;0;1.598,19
1205;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.005,33;36.063,96;3.005,33;482;0;0;3.487,33
1206;TRABAJADOR SOCIAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
1207;ANALISTA DE SEGURIDAD Y SALUD OCUPACIONAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
1208;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1209;PROFESOR PRINCIPAL 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.638,21;55.658,52;4.638,21;482;0;0;5.120,21
1210;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
1211;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
1212;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.209,98;14.519,76;1.209,98;482;0;0;1.691,98
1213;ANALISTA DE PRESUPUESTO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
1214;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
1215;PROFESOR AUXILIAR TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.034,88;12.418,56;1.034,88;482;0;0;1.516,88
1216;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;578;6.936,00;578;482;0;0;1.060,00
1217;GUARDALMACEN;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;9;986;11.832,00;986;482;0;0;1.468,00
1218;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.044,80;36.537,60;3.044,80;482;0;0;3.526,80
1219;ASISTENTE EJECUTIVA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;817;9.804,00;817;482;0;0;1.299,00
1220;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.128,82;37.545,84;3.128,82;482;0;0;3.610,82
1221;PROFESOR AGREGADO 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.400,00;16.800,00;1.400,00;482;0;0;1.882,00
1222;ANALISTA DE INFRAESTRUCTURA FISICA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
1223;PROFESOR AUXILIAR TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.657,60;31.891,20;2.657,60;482;0;0;3.139,60
1224;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
1225;TECNICO DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;5;773;9.276,00;773;482;0;0;1.255,00
1226;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
1227;SECRETARIO ACADEMICO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.521,74;18.260,88;1.521,74;482;0;0;2.003,74
1228;PROFESOR AUXILIAR MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.228,92;14.747,04;1.228,92;482;0;0;1.710,92
1229;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.948,00;35.376,00;2.948,00;482;0;0;3.430,00
1230;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
1231;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.034,88;12.418,56;1.034,88;482;0;0;1.516,88
1232;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
1233;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.255,72;15.068,64;1.255,72;482;0;0;1.737,72
1234;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;867,64;10.411,68;867,64;482;0;0;1.349,64
1235;TECNICO DE ARCHIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
1236;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.044,80;36.537,60;3.044,80;482;0;0;3.526,80
1237;PROFESOR AUXILIAR TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.464,00;29.568,00;2.464,00;482;0;0;2.946,00
1238;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.657,60;31.891,20;2.657,60;482;0;0;3.139,60
1239;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;900;10.800,00;900;482;0;0;1.382,00
1240;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;560;6.720,00;560;482;0;0;1.042,00
1241;ESPECIALISTA DE ASESORIA LEGAL Y PATROCINIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;14;1.760,00;21.120,00;1.760,00;482;0;0;2.242,00
1242;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.851,20;34.214,40;2.851,20;482;0;0;3.333,20
1243;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.366,43;28.397,16;2.366,43;482;0;0;2.848,43
1244;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;950;11.400,00;950;482;0;0;1.432,00
1245;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.034,88;12.418,56;1.034,88;482;0;0;1.516,88
1246;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.657,60;31.891,20;2.657,60;482;0;0;3.139,60
1247;ADMINISTRADOR DE RESIDENCIA UNIVERSITARIA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;10;1.086,00;13.032,00;1.086,00;482;0;0;1.568,00
1248;ESPECIALISTA EN ASESORIA CONTRACTUAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;14;1.760,00;21.120,00;1.760,00;482;0;0;2.242,00
1249;TECNICO DE LABORATORIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.121,74;13.460,88;1.121,74;482;0;0;1.603,74
1250;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
1251;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
1252;ANALISTA DE MANTENIMIENTO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;10;1.086,00;13.032,00;1.086,00;482;95,51;0;1.663,51
1253;GUARDALMACEN;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;9;986;11.832,00;986;482;0;0;1.468,00
1254;PROFESOR AUXILIAR TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.209,98;14.519,76;1.209,98;482;0;0;1.691,98
1255;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.075,54;12.906,48;1.075,54;482;0;0;1.557,54
1256;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1257;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;44,89;0;1.148,63
1258;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1259;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;179,57;0;1.283,31
1260;TECNICO DE AUDIO Y SONIDO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;5;826;9.912,00;826;482;0;0;1.308,00
