Numeración;Puesto Institucional;Regimen laboral al que pertenece;Número de partida presupuestaria;Grado jerárquico o escala al que pertenece el puesto;Remuneración mensual unificada;Remuneración unificada (anual);Décimo Tercera Remuneración;Décima Cuarta Remuneración;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
1267;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23938;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1268;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23660;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1269;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;4;AUTORIDADES ACADEMICAS NIVEL 1;4300;17.200,00;3.224,97;344,97;0;0;3.569,94
1270;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23532;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1271;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23870;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1272;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23710;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1273;CONSERJE;2.CODIGO DEL TRABAJO;526;NIVEL 1;561;2.244,00;420,75;344,97;0;0;765,72
1274;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;2129;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1275;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;2116;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1276;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23800;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1277;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23711;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1278;ANALISTA DE VINCULACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2964;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1279;ANALISTA DE BIBLIOTECAS Y RECURSOS DEL APRENDIZAJE Y LA INVESTIGACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2535;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1280;ANALISTA DE DESARROLLO DE SISTEMAS INFORMATICOS 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2885;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1281;CONSERJE;2.CODIGO DEL TRABAJO;527;NIVEL 1;561;2.244,00;420,75;344,97;0;0;765,72
1282;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23939;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1283;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1490;PERSONAL ACADEMICO PRINCIPAL;4818,96;19.275,84;3.614,22;344,97;0;0;3.959,19
1284;MECANICO AUTOMOTRIZ;2.CODIGO DEL TRABAJO;236;NIVEL 2;817;3.268,00;612,72;344,97;0;0;957,69
1285;TECNICO DOCENTE 5;3.OTROS REGIMENES ESPECIALES;2589;PERSONAL DE APOYO (UNIVERSIDADES);1908;7.632,00;1.431,00;344,97;0;0;1.775,97
1286;ANALISTA DE BIBLIOTECAS Y RECURSOS DEL APRENDIZAJE Y LA INVESTIGACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2541;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1287;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2110;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1288;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;22759;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1289;COORDINADOR/A ACADEMICO/A DE SEDE;3.OTROS REGIMENES ESPECIALES;7;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1290;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23980;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1291;ANALISTA DE PROYECTOS DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2718;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1292;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23444;PROFESOR UNIVERSITARIO;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1293;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;22625;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
1294;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23801;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1295;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23940;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1296;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23543;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1297;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23712;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1298;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;855;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
1299;CONSERJE;2.CODIGO DEL TRABAJO;513;NIVEL 1;561;2.244,00;420,75;344,97;0;0;765,72
1300;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23941;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1301;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1520;PERSONAL ACADEMICO PRINCIPAL;3744,7;14.978,80;2.808,54;344,97;0;0;3.153,51
1302;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23296;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1303;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;355;PERSONAL ACADEMICO AUXILIAR;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1304;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23871;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1305;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23802;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1306;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23872;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1307;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1535;PERSONAL ACADEMICO PRINCIPAL;4348,16;17.392,64;3.261,15;344,97;0;0;3.606,12
1308;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23803;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1309;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1540;PERSONAL ACADEMICO PRINCIPAL;4661,12;18.644,48;3.495,87;344,97;0;0;3.840,84
1310;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1550;PERSONAL ACADEMICO PRINCIPAL;4661,12;18.644,48;3.495,87;344,97;0;0;3.840,84
1311;DECANO/A DE FACULTAD;3.OTROS REGIMENES ESPECIALES;2152;AUTORIDADES ACADEMICAS NIVEL 2;4472,85;17.891,40;3.354,66;344,97;0;0;3.699,63
1312;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23942;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1313;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1980;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1314;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;2;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1315;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23943;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1316;ADMINISTRADOR DE ESTACION EXPERIMENTAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2664;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1317;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1560;PERSONAL ACADEMICO AGREGADO;3400;13.600,00;2.549,97;344,97;0;0;2.894,94
1318;ANALISTA DE SOPORTE Y MANTENIMIENTO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2758;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1319;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23070;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1320;CONSERJE;2.CODIGO DEL TRABAJO;465;NIVEL 1;910,89;3.643,56;683,19;344,97;0;0;1.028,16
1321;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23713;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1322;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23750;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1323;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23981;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1324;CONSERJE;2.CODIGO DEL TRABAJO;516;NIVEL 1;561;2.244,00;420,75;344,97;0;0;765,72
1325;CHOFER;2.CODIGO DEL TRABAJO;194;NIVEL 3;596;2.384,00;447,03;344,97;44,02;0;836,02
1326;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23606;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1327;CHOFER;2.CODIGO DEL TRABAJO;192;NIVEL 3;596;2.384,00;447,03;344,97;29,76;0;821,76
1328;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23607;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1329;CONSERJE;2.CODIGO DEL TRABAJO;397;NIVEL 1;670,53;2.682,12;502,92;344,97;0;0;847,89
1330;PSICOLOGO/A EDUCATIVO/A;1.SERVICIO CIVIL PUBLICO (LOSEP);585;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1331;ANALISTA DE SOPORTE Y MANTENIMIENTO 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2611;UEP NIVEL PROFESIONAL A3;1500;6.000,00;1.125,00;344,97;0;0;1.469,97
1332;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1565;PERSONAL ACADEMICO PRINCIPAL;3343,28;13.373,12;2.507,49;344,97;0;0;2.852,46
1333;ASISTENTE ADMINISTRATIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2891;UEP NIVEL ADMINISTRATIVO A5;622;2.488,00;466,47;344,97;0;0;811,44
1334;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23776;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1335;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23714;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1336;CHOFER;2.CODIGO DEL TRABAJO;333;NIVEL 3;596;2.384,00;447,03;344,97;0;0;792
1337;ABOGADO DE CONTRATACION PUBLICA 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2550;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1338;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;360;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
1339;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;464;NIVEL 1;876,58;3.506,32;657,45;344,97;0;0;1.002,42
1340;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23982;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1341;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;23314;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
1342;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23715;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1343;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1575;PERSONAL ACADEMICO PRINCIPAL;4025,42;16.101,68;3.019,05;344,97;0;0;3.364,02
1344;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;23325;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
1345;ANALISTA DE DOCUMENTACION Y ARCHIVO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2959;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1346;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23661;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1347;ANALISTA DE COMUNICACION Y RELACIONES PUBLICAS 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2882;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1348;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;845;PERSONAL ACADEMICO AUXILIAR;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1349;ANALISTA DE BIENES Y BODEGA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2749;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1350;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23470;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1351;SUPERVISOR DE ESTACIONES Y SUBESTACIONES;2.CODIGO DEL TRABAJO;543;NIVEL 9;856;3.424,00;641,97;344,97;0;0;986,94
1352;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2608;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
1353;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23072;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1354;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;13;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1355;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23873;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1356;ANALISTA DE EMPRENDIMIENTO 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2665;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1357;ABOGADO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2931;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1358;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23716;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1359;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;1585;PERSONAL ACADEMICO PRINCIPAL;4700;18.800,00;3.525,03;344,97;0;0;3.870,00
1360;ANALISTA DE ARTE CULTURA E INTERCULTURAL 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2827;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1361;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2114;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
1362;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1855;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1363;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);586;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
1364;GUARDALMACEN;1.SERVICIO CIVIL PUBLICO (LOSEP);2667;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
1365;ANALISTA DE DESARROLLO DE SISTEMAS INFORMATICOS 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2562;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1366;CONSERJE;2.CODIGO DEL TRABAJO;219;NIVEL 1;557;2.228,00;417,78;344,97;0;0;762,75
1367;ABOGADO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2904;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1368;CONSERJE;2.CODIGO DEL TRABAJO;278;NIVEL 1;557;2.228,00;417,78;344,97;0;0;762,75
1369;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23944;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1370;CONSERJE;2.CODIGO DEL TRABAJO;249;NIVEL 1;557;2.228,00;417,78;344,97;12,76;0;775,51
1371;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23533;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1372;TECNICO GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2503;UEP NIVEL NO PROFESIONAL A4;901;3.604,00;675,72;344,97;0;0;1.020,69
1373;ANALISTA DE MANTENIMIENTO DE LA INFRAESTRUCTURA 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2755;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1374;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23073;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1375;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23471;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1376;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2681;UEP NIVEL PROFESIONAL A3;1269,68;5.078,72;952,29;344,97;0;0;1.297,26
1377;CONSERJE;2.CODIGO DEL TRABAJO;437;NIVEL 1;682,69;2.730,76;512,01;344,97;0;0;856,98
1378;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23608;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1379;TECNICO GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2524;UEP NIVEL NO PROFESIONAL A4;901;3.604,00;675,72;344,97;0;0;1.020,69
1380;DECANO/A INNOVACION, EMPRENDIMIENTOS Y TRANSFERENCIA DE TECNOLOGIA;3.OTROS REGIMENES ESPECIALES;23;AUTORIDADES ACADEMICAS NIVEL 2;4700;18.800,00;3.525,03;344,97;0;0;3.870,00
1381;ANALISTA DE DESARROLLO DE SISTEMAS INFORMATICOS 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2717;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1382;ALBANIL;2.CODIGO DEL TRABAJO;335;NIVEL 2;578;2.312,00;433,53;344,97;0;0;778,5
1383;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23753;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1384;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23763;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1385;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2150;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1386;ANALISTA DE GESTION DE LA INFORMACION VIRTUAL 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2631;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
1387;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2118;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
1388;ANALISTA DE BIBLIOTECAS Y RECURSOS DEL APRENDIZAJE Y LA INVESTIGACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2538;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1389;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;23769;PERSONAL DE APOYO (UNIVERSIDADES);986;3.944,00;739,53;344,97;0;0;1.084,50
1390;GASFITERO;2.CODIGO DEL TRABAJO;421;NIVEL 2;701,62;2.806,48;526,23;344,97;0;0;871,2
1391;CONSERJE;2.CODIGO DEL TRABAJO;216;NIVEL 1;557;2.228,00;417,78;344,97;0;0;762,75
1392;CONSERJE;2.CODIGO DEL TRABAJO;525;NIVEL 1;561;2.244,00;420,75;344,97;0;0;765,72
1393;ANALISTA DE BIBLIOTECAS Y RECURSOS DEL APRENDIZAJE Y LA INVESTIGACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2534;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1394;CONSERJE;2.CODIGO DEL TRABAJO;268;NIVEL 1;557;2.228,00;417,78;344,97;0;0;762,75
1395;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23609;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1396;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23662;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1397;CONSERJE;2.CODIGO DEL TRABAJO;186;NIVEL 1;561;2.244,00;420,75;344,97;26,55;0;792,27
1398;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1595;PERSONAL ACADEMICO AGREGADO;3400;13.600,00;2.549,97;344,97;0;0;2.894,94
1399;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;550;PERSONAL ACADEMICO AUXILIAR;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1400;DIRECTOR/A DE INFRAESTRUCTURA Y MANTENIMIENTO;1.SERVICIO CIVIL PUBLICO (LOSEP);11;UEP NIVEL DIRECTIVO A1;3800;15.200,00;2.850,03;344,97;0;0;3.195,00
1401;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;745;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
1402;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23804;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1403;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23777;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1404;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23544;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1405;CONSERJE;2.CODIGO DEL TRABAJO;423;NIVEL 1;684,87;2.739,48;513,63;344,97;0;0;858,6
1406;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23545;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1407;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;3;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
1408;CONSERJE;2.CODIGO DEL TRABAJO;522;NIVEL 1;561;2.244,00;420,75;344,97;0;0;765,72
1409;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23663;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1410;PSICOLOGO/A CLINICO/A;1.SERVICIO CIVIL PUBLICO (LOSEP);587;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
