TIPO;RESOLUCIÓN ;CONVENIO ;FECHA DE SUSCRIPCIÓN ;DURACIÓN;Enlace para descargar el convenio ;;;;;;;;;;;;;;;;;
NACIONAL;469.CP.2022;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE ESPOCH – ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y OVLEX – OVERSEAS LIFE EXPERIENCE S.A.;"17-09-2022







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;470.CP.2022;CONVENIO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA SECRETARÍA DE EDUCACIÓN SUPERIOR, CIENCIA, TECNOLOGÍA E INNOVACIÓN, Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO ;"27-09-2022







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;472.CP.2022;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA MANCOMUNIDAD DEL PUEBLO CAÑARI;"09-08-2022






";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;482.CP.2022;CONVENIO ESPECÍFICO DE COLABORACIÓN ENTRE LA FUNDACIÓN CHARLES DARWIN PARA LAS ISLAS GALÁPAGOS Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"29-08-2022




";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;483.CP.2022;CONVENIO MARCO INTERNACIONAL ENTRE LA UNIVERSIDAD DE SALAMANCA (REINO DE ESPAÑA) Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ECUADOR) ;"29-04-2022







";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;488.CP.2022;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL Y DE VINCULACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIÓN CEMENTERA NACIONAL S.A;"13-12-2022







";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;496.CP.2022;CONVENIO ESPECÍFICO ENTRE LA COORDINACIÓN ZONAL 3 SALUD Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO FACULTAD DE CIENCIAS ESCUELA DE BIOQUIMICA Y FARMACIA PARA LA REALIZACIÓN DE PRÁCTICAS PRE PROFESIONALES - EXTERNADO;"23-11-2022






";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;506.CP.2022;CONVENIO MARCO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y SHUARNUM CÍA. LTDA;"23-08-2023






";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;521.CP.2022;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE AMBACAR CIA. LTDA., Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO, PARA FORTALECER LA FORMACIÓN ACADÉMICA DE LOS ESTUDIANTES MEDIANTE LA REALIZACIÓN DE PRÁCTICAS PRE PROFESIONALES;"13-06-2023






";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;522.CP.2022;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSITAT POLITÈCNICA DE CATALUNYA PARA LA EJECUCIÓN DEL PROYECTO DE INVESTIGACIÓN “CONVERTIDORES DC/DC DE ALTA EFICIENCIA BASADO EN DISPOSITIVOS WBG PARA APLICACIONES EN TECNOLOGÍA VEHICULAR ELÉCTRICA (CONAE-TVE);"22-11-2022





";2 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;548.CP.2022;CONVENIO DE APOYO Y COLABORACIÓN ACADÉMICA ENTRE LA UNIVERSIDAD POPULAR AUTÓNOMA DEL ESTADO DE PUEBLA-UPAEP (MÉXICO) Y ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);"19-10-2022






";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;586.CP.2022;"CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD NACIONAL DE CHIMBORAZO, para la ejecución del PROYECTO: “IMPLEMENTACIÓN DEL MODELO DE GESTIÓN ALPA Y SUS SISTEMAS DE GESTIÓN DE INFORMACIÓN PARA LA ESPOCH Y UNACH""";"18-10-2022






";2 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;595.CP.2022;CONVENIO MARCO DE COLABORACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA ESCUELA EUROPEA DE DIRECCIÓN Y EMPRESA, ESPAÑA;"2-12-2022






";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;596.CP.2022;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y LA FUNDACIÓN INTERNACIONAL BUEN SAMARITANO PAUL MARTEL (FIBUSPAM);"23-11-2022





";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;613.CP.2022;CONVENIO MARCO DE COOPERACIÓN ENTRE ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO-ESPOCH Y LA UNIVERSIDAD INTERNACIONAL DE LA RIOJA UNIR;"05/12/2023


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;649.CP.2022;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO, EL HONORABLE GOBIERNO AUTÓNOMO DESCENTRALIZADO DE LA PROVINCIA DE CHIMBORAZO PARA LA EJECUCIÓN DEL “PROYECTO DE GESTIÓN DE DESTINOS TURÍSTICOS SOSTENIBLES PARA EL CANTÓN CUMANDÁ, PROVINCIA DE CHIMBORAZO;"08/11/2022


";2 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;673.CP.2022;MEMORANDO DE ENTENDIMIENTO ENTRE EL CUERPO DE PAZ Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"19/01/2023


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;687.CP.2022;CONVENIO ESPECÍFICO ENTRE LA UNIVERSIDAD VERACRUZANA, MÉXICO Y ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO – ECUADOR PARA LA RED DE INVESTIGACIÓN MULTIDISCIPLINAR PARA LA CULTURA INVESTIGADORA (RIMCI);"21/03/2023

";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;713.CP.2022;"CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO ""ESPOCH"" Y EL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SUCUA";"15/11/2022

";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;721.CP.2022;"CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA EMPRESA PÚBLICA MANCOMUNADA PARA LA GESTIÓN DESCENTRALIZADA Y DESCONCENTRADA DE LA COMPETENCIA DE TRÁNSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL DE LOS GOBIERNOS AUTÓNOMOS  DESCENTRALIZADOS MUNICIPALES DE BAÑOS DE AGUA SANTA, CEVALLOS, MOCHA, SANTIAGO DE QUERO, SAN PEDRO DE PELILLO, SANTIAGO DE PILLARO, SAN CRISTÓBAL DE PATATE, Y TISALEO DE LA PROVINCIA DE TUNGURAHUA “EPM-GESTITRANSV-T""";"26/02/2023


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;734.CP.2022;CONVENIO TRIPARTITO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA EMPRESA PÚBLICA EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE RIOBAMBA, EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTON RIOBAMBA, Y LA ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO PARA EL MEJORAMIENTO DE LA CALIDAD DEL AGUA DE CONSUMO HUMANO A TRAVÉS DE LA EJECUCIÓN DEL PROYECTO “PLANTA DE TRATAMIENTO DE AGUA DE LA ESPOCH, PROVISIÓN, INSTALACIÓN Y PUESTA EN MARCHA DE UN SISTEMA DE FILTRACIÓN, ABLANDAMIENTO Y DESINFECCIÓN, PARA UN CAUDAL DE 15 LITROS POR SEGUNDO;"17-12-2022






";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;022.CP.2021;“CONVENIO MARCO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y LA EMPRESA ELÉCTRICA RIOBAMBA S.A” ;"27-01-2021


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;053.CP.2021;ACUERDO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD CHECA DE CIENCIAS DE LA VIDA PRAGA, FACULTAD DE CIENCIAS AGRÍCOLAS TROPICALES;"25-02-2021


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;085.CP.2021;CONVENIO DE COOPERACIÓN CIENTÍFICA ENTRE LAKEHEAD UNIVERSITY (CANADÁ) Y ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ECUADOR)” ;"14-10-2021


";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;110.CP.2021;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE UNIVERSIDAD DE LA CALABRIA Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO”;"31-03-2021


";6 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;139.CP.2021;"CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO - ESPOCH Y LA UNIDAD EDUCATIVA NUESTRO MUNDO ECO RIO -UENMER 
";"12-04-2021


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;175.CP.2021;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y EL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE FRANCISCO DE ORELLANA;"26-03-2021

";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;182.CP.2021;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y ÉLITE CAPACITADORES Y FORMADORES;"03-05-2021


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;242.CP.2021;“CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA AGENCIA NACIONAL DE REGULACIÓN CONTROL Y VIGILANCIA SANITARIA ARCSA – DR. LEOPOLDO IZQUIETA PÉREZ Y LA ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO;"22-07-2021


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;302.CP.2021;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL PARA DESIGNAR EL PERSONAL ACADÉMICO QUE FORMARÁ PARTE DE LAS COMISIONES DE EVALUACIÓN DE LOS CONCURSOS DE MERECIMIENTOS Y OPOSICIÓN EN CALIDAD DE MIEMBROS EXTERNOS, ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD DE INVESTIGACIÓN DE TECNOLOGÍA EXPERIMENTAL YACHAY;"08-06-2021


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;304.CP.2021;CONVENIO ESPECÍFICO ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL;"01-07-2021


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
INTERNACIONAL;306.CP.2021;"MEMORANDO DE ENTENDIMIENTO ENTRE LA UNIVERSIDAD DE GANTE (BÉLGICA) Y LA ESPOCH
";"15-06-2021



";"Hasta el
9/11/2025";https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;319.CP.2021;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA POLITÉCNICA DE CHIMBORAZO ESPOCH Y LA ESCUELA POLITÉCNICA NACIONAL EPN;"16-06-2021

";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;320.CP.2021;"CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN SAN MIGUEL DE LOS BANCOS, PROVINCIA DE PICHINCHA
";"24-06-2021


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;405.CP.2021;CONVENIO ESPECÍFICO DE PRÁCTICAS PREPROFESIONALES ENTRE LA UNIVERSIDAD SAN FRANCISCO DE QUITO USFQ Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"31-01-2022






";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;546.CP.2021;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA FUNDACIÓN MAQUITA CUSHUNCHIC COMERCIALIZANDO COMO HERMANOS (MAQUITA);"20-09-2021





";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;577.CP.2021;"CONVENIO ESPECIFICO PARA LA REALIZACIÓN DE PRÁCTICAS PREPROFESIONALES ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y HOTEL ORO VERDE MANTA


";"9-12-2021


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;618.CP.2021;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD ESTATAL AMAZÓNICA PARA LA EJECUCIÓN DEL PROYECTO DE INVESTIGACIÓN “PAPEL DE LA MICROBIOTA INTESTINAL EN EL CONTROL DE INFECCIONES PARASITARIAS: UN APORTE PARA MEJORAR EL ESTADO NUTRICIONAL Y COGNITIVO DE NIÑOS Y NIÑAS DE LA SIERRA Y AMAZONÍA ECUATORIANA. PROYECTO GUAGUA;"27-09-2022


";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;624.CP.2021;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PALLATANGA;"03-03-2022


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;646.CP.2021;CONVENIO MARCO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA UNIVERSIDAD ESTATAL AMAZÓNICA Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"17-11-2022


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;647.CP.2021;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL CANTÓN GUARANDA PARA LA EJECUCIÓN DEL PROYECTO DE INVESTIGACIÓN “IMPLEMENTACIÓN DE UN OBSERVATORIO MATEMÁTICO-ESTADÍSTICO PILOTO PARA EL DEPARTAMENTO DE TURISMO DEL GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL CANTÓN GUARANDA;"24-11-2021
";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;665.CP.2021;CONVENIO MARCO DE COOPERACIÓN ENTRE PLAN INTERNATIONAL INC. PROGRAMA ECUADOR Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"11-02-2022

";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;685.CP.2021;CONVENIO ESPECÍFICO DE INTERCAMBIO Y COLABORACIÓN CIENTÍFICA DE PERSONAL DOCENTE E INVESTIGADOR ENTRE LA UNIVERSITAT POLITÈCNICA DE CATALUNYA Y LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;"31-01-2022


";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;686.CP.2021;CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y LA UNIVERSIDAD CENTRAL DEL ECUADOR PARA LA EJECUCIÓN DEL PROYECTO DE INVESTIGACIÓN “PAPEL DE LA MICROBIOTA INTESTINAL EN EL CONTROL DE INFECCIONES PARASITARIAS: UN APORTE PARA MEJORAR EL ESTADO NUTRICIONAL Y COGNITIVO DE NIÑOS Y NIÑAS DE LA SIERRA Y AMAZONÍA ECUATORIANA. PROYECTO GUAGUA;"10-01-2022

";3 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;687.CP.2021;CONVENIO MARCO DE COOPERACIÓN ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO “ESPOCH” Y LA ASOCIACIÓN DE FAMILIARES DE PERSONAS EXCEPCIONALES DE CHIMBORAZO “AFAPECH”;"26-07-2022
";4 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
NACIONAL;706.CP.2021;CONVENIO MARCO DE COOPERACION INTERINSTITUCIONAL ENTRE LA ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO Y EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPALIDAD DE AMBATO;"16/02/2022


";5 AÑOS;https://liveespochedu-my.sharepoint.com/:f:/g/personal/vinculacion_convenios_espoch_edu_ec/EtCQybPKj3RFovTOJYoz0IIB3EgeigSsAcJmCyomK6-EqA?e=9hYYFr;;;;;;;;;;;;;;;;;
